Assignment_ID;DB_Status;Assignment_Status;Assignment_Time_Stamp;DB_Status_Date_Active;DB_Status_Date_Inactive
AID_20260105T163635087021Z_YVB4E7KCBZGN;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163635156286Z_MZMCRP75KNBO;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163635220367Z_DMHH2SBIG5DO;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163635283082Z_EXJJEMNFMZAG;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163635345214Z_SQPNBAEEGRFU;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163635409167Z_BROHNCUUABCF;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163635471782Z_665Z5EE7HZAV;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163635536989Z_DXSRPZL6EZFT;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163635603199Z_R3UJJLGS4NE5;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163635667679Z_UTDZCW7C5VA3;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163635734888Z_6ZXKYDTQY5DI;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163635801131Z_DLSVQBV5Y5AM;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163635866571Z_7TNMIXB3GFB3;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163635930783Z_CZEEFHK43ZEG;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163635993861Z_XDUJFUJBMFBZ;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163636059444Z_IMS6NZBK7BFG;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163636125809Z_MHI5AKHZRJAN;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163636196608Z_G5KQQCRVCVB2;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163636265348Z_NBEZ4EIC2JHD;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163636329208Z_2N24DCGKK5FX;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163636399539Z_LUCV4ZJYVJDY;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163636464218Z_HP5CQPWBLNH6;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163636531478Z_RE2ENAQE4NFK;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163636598732Z_SPCJICGZ7JBZ;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163636706078Z_KPSJQPXVTJHM;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163636796161Z_MI2FPG5CHRHR;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163636868510Z_EW4ZW5FXMRDC;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163636942106Z_7RBIMKRBTRD6;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163637019829Z_KS34ANFVEJHE;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163637087759Z_BX7I5TKGJBB7;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163637159720Z_SWBE3ZLRIJAB;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163637228598Z_2YEDPNMRVFBV;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163637294528Z_UDDLGUMTLZGM;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163637360982Z_XUBAJ4JTV5FT;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163637430587Z_IBN75AE5JZBN;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163637496914Z_PSYIK45EU5B3;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163637562053Z_AR7VVNQOVFGL;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163637631839Z_OKPTON7KW5C5;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163637705667Z_ECRTBV2F7JHW;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163637776429Z_KXDZ2F7NJBAG;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163637849454Z_E74JHZWVQ5BK;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163637921393Z_V5EHOAY3XVEU;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163637988497Z_WBZIQ3XZZ5A7;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163638060348Z_6IOM3EPBHZDU;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163638169322Z_U5NUHKVH6JHW;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163638241629Z_MRBCWF2NY5CM;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163638311266Z_U4WTINSQR5CG;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163638445035Z_NFFYCHVCUNBJ;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163638518748Z_6FZVK3W2QZCT;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163638587513Z_CIRK4ACWFFDO;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163638660411Z_OC3GQ6TPIFAY;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163638728824Z_DHM3V33UHZCR;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163638803864Z_7DQD2HM735HS;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163638887136Z_ACIIMJI4IJHI;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163638964181Z_NSIBD2CBPNCK;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163639035025Z_KGKD4GU26ZFF;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163639111921Z_4UIAMAUBQBES;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163639183091Z_M6TVXJDTWJDS;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163639266466Z_MQ7GY6QOJJBY;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163639341395Z_IY25J4XXSRGE;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163639418402Z_XXWLZ5PG3FHB;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163639493232Z_WBGLB3LEHZGU;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163639569584Z_NTM76IEUG5CA;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163639646096Z_UHB2WAOY3NEX;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163639719970Z_EH7HQN4R3FAG;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163639794136Z_C6ZLSCPPJZDT;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163639872314Z_4BVGQYSMPJE2;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163639949105Z_K2K4RWYT5BCO;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163640080639Z_H62LIRW7ZVC7;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163640168150Z_OWSK7B4MIVBP;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163640244547Z_AJKPIHIU6NGZ;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163640323790Z_3WNFGL3SR5GO;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163640402014Z_YVTWHRF2VVDH;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163640481486Z_VZMMK4MMEZBA;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163640557446Z_523CGMOJAVEO;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163640636460Z_U5IWYDZZ65EL;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163640712316Z_L5RIWOTGQNEU;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163640789562Z_LOSWH6JFVNFE;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163640873153Z_IHXBWPADDBC7;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163640950118Z_KBLROED2YRBO;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163641035207Z_4RJYJ7UZ55EC;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163641108261Z_CCFXK2QKRNFR;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163641190111Z_3DNNPQVZDNAV;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163641270943Z_YINSAG6F5NGX;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163641352242Z_LAWZV4PCTBBL;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163641430485Z_B5HAWQNEOVGH;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163641509795Z_2FPNBYFRRRFQ;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163641588870Z_YT3XHKLXJNFZ;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163641734231Z_35FF2PLTR5BK;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163641816952Z_JMXDT4RX6JGN;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163641900449Z_Q2JE27SYCFCI;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163641975700Z_Y4WDGB34SNDG;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163642055222Z_35J4AHXC5FCP;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163642137601Z_SKZ7BZMEXRDW;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163642219289Z_C4UT75BZZBDO;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163642294707Z_PIOCBDO4PZE7;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163642376594Z_M63JAM2WQ5HI;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163642465973Z_ZOBZ34YLNBHK;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163642546327Z_HG5M5FV4WVCQ;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163642629695Z_TBW3FAXSFZFE;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163642717349Z_NDJHIWDU55AC;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163642802783Z_PVQ7OS6NFJEL;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163642887413Z_LO7XOZNGQJHK;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163642973082Z_ZJQPX6UN5FDX;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163643047597Z_UISOQG2P4ZEX;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163643130371Z_IYAIXWZOIJEZ;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163643211399Z_GTBNE4VFGBBT;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163643352402Z_672ZJHLS3JDJ;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163643439342Z_UEP2A2CJ5BFA;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163643532676Z_6R5F3TL7D5B2;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163643637923Z_FUY4HXI52FG5;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163643714973Z_KJREF7PENBCP;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163643798061Z_BCTCVDNKSJCT;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163643886442Z_YR664MHGKNFK;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163643968015Z_KQN7M4SP6BCZ;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163644053151Z_3RG74O7J7FDJ;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163644131753Z_MGMLV6PN7BEO;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163644215708Z_SUZZ5USXGJGV;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163644300118Z_JPDTWC6UG5BG;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163644383181Z_QGETEDMUBREM;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163644467148Z_2FXWGGMOXBEB;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163644544382Z_KIIXE4CEMJB7;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163644627054Z_TKZXTGX5RFCR;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163644707721Z_DTZUKS4HIFGL;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163644788581Z_DR3P6WKJGVA2;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163644869846Z_4GCRQEMIDNCR;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163645013034Z_CLZPPHO6LZHS;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163645099009Z_WTVX6FXPXVAN;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163645190698Z_M5HH6OBUHVH4;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163645277539Z_OKROBJAI5JBL;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163645361483Z_LZPXWZQLWJHV;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163645444619Z_MNEQ4USKCVBV;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163645529159Z_5S5RYINFUJDP;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163645610626Z_J5PF3ASKSRFC;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163645691819Z_EW6WR3JQ7NGX;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163645776573Z_REOSXZJPOVER;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163645862750Z_F6DHNITHJZGM;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163645951019Z_BXXCSVDNPZD5;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163646034095Z_VIMSIFE7UBF6;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163646113406Z_WEXCYAOMHBA5;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163646200442Z_6HSVV5HSGJHW;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163646284265Z_Z4Q6CFHYGBBL;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163646371132Z_RYTLS6NUKJGX;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163646455924Z_2DMEYV24HVEF;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163646598465Z_YMSOYMOFAFGX;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163646685679Z_SJJXTYLQCJBN;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163646776592Z_IIA42HVEVFAW;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163646863879Z_BVP4EOZ2YJCC;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163646953320Z_RSYSJIBD3FCP;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163647042868Z_GWRS7GIBWVHI;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163647127213Z_4XLPSEP37BFL;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163647221011Z_6QMUPQTBCJHT;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163647305410Z_TMBQWM6O2NEQ;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163647391256Z_IES3ZEDIOVBE;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163647494951Z_LWEUU73CJNB4;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163647580515Z_PUTWFELLY5E2;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163647669798Z_QCRB2UVAFNF6;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163647761056Z_3LJ3XAD25JA4;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163647852962Z_4HVGDIEXNFCD;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163647940589Z_BEAK5MEAZNGS;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163648031823Z_PT3UVHUBGRFA;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163648186845Z_PTAHEHCYTRD5;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163648279447Z_M3WW6ZY4YNEE;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163648370758Z_AZRKHULYKNGA;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163648459982Z_VUDGJZ3J2JEA;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163648553631Z_42ABMDJFPZEO;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163648649466Z_ZZU3P3B245BV;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163648768550Z_PN7RRFWX5RHC;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163648868490Z_2RKE6QME5VB4;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163648960349Z_UB7RY42FHZBW;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163649051404Z_ZNGHY3H3CRAZ;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163649138463Z_7DV6MCFA4ZGF;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163649239972Z_OMME3MTLOVEL;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163649339759Z_KEHVA2NL5VEK;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163649454509Z_M45XOAGIZRH6;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163649547125Z_3MKYDZ3W6FHP;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163649641036Z_N2PQGQTGWBER;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163649804890Z_5SVGWN5ESJB2;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163649905633Z_52HHZD2F4FDN;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163650006712Z_UBWCTVBHL5DN;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163650107925Z_FALIOMIVOFGL;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163650207782Z_LJP62M42B5AX;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163650306491Z_UV725PUVV5C3;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163650399215Z_JDELIBJJNBF6;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163650494360Z_EGLAY7S5KRAQ;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163650593864Z_PZI2C6GLUFB7;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163650698772Z_GPWIGV367BCD;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163650803965Z_KDZOZ2RU7BGT;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163650903219Z_W7NKDREUJZFN;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163651001832Z_YSWGYUZFW5EZ;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163651171801Z_CTDWQ7N3YFCY;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163651273855Z_VDHLEM6HXZC4;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163651374606Z_HTVEISZ6JRAZ;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163651473038Z_WLLKPZDLGNFT;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163651569102Z_57TYY7LD5REL;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163651668736Z_OWSIZD2BPFHE;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163651765055Z_H2SSS5RE6ZFG;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163651868363Z_LOS6CBN6BFHB;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163651965664Z_3TGADMKWHJCC;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163652061753Z_NTDNDF72VFDZ;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163652159024Z_244OACD45RC3;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163652257543Z_RDIFDPL2UZA2;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163652362305Z_V4CTT7N7QVE3;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163652458469Z_4CQPJTZ52FFF;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163652556992Z_OFEIKLUWY5DV;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163652717236Z_E33V2U3XJVBA;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163652815448Z_GCFAS7WSRJBX;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163652918102Z_V5WDWAGJHJER;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163653015659Z_NH5IXCTWA5E4;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163653114899Z_UV4GA5F2P5DP;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163653220282Z_7HTV5IMIL5AD;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163653318700Z_CYY4WVJJ6NCZ;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163653415620Z_BGOSXPKLQNB6;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163653516650Z_DFZSMKBVFJGP;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163653620913Z_JOSD4FZVPZGN;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163653725880Z_ZL2Y4PDJTNA2;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163653866002Z_IBUVNDJU4JET;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163653964578Z_VV7WK3Y2JFEU;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163654066813Z_2YYU3LPOK5DG;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163654172820Z_X4CXPWSWCVEO;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163654342071Z_T7CVWGWQTJB5;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163654448984Z_YHPXXEGA55EK;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163654552534Z_WUUIJMLEW5BB;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163654654363Z_LZX54GWJOJBE;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163654754899Z_I3DEEG6LTJDW;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163654860700Z_EZTZKTJ2IRCE;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163654962327Z_3YU7EUY7ZNBP;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163655062711Z_7BS273BKCNAN;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163655175349Z_U3BKPAHAHZDR;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163655279472Z_JRCZEXVSFVE4;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163655381013Z_SNB3U7KYEZBC;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163655482339Z_QGK23QXNIZGN;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163655590703Z_HKKKA7RWDBH6;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163655697486Z_K5HKKFQJ35D2;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163655856407Z_T7MRAEJVDFD2;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163655967315Z_F4SOMG4O4FCL;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163656080222Z_LJTKKEQNQRHX;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163656183258Z_GF7PEMSH5FDL;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163656287277Z_WLOTJCEBQZD2;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163656393069Z_HGZ4VIEGDREA;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
