Connector_ID;Assignment_ID;DB_Status;SOB_ID;Connection_Status;Connection_Time_Stamp;DB_Status_Date_Active;DB_Status_Date_Inactive
CONN_20260105T163626661700Z_63BEGNQGQNCR;AID_20260105T163626658285Z_OMC3V5X7WZB2;Active;SOB_20260105T163329799432Z_Y7GH4MZIUBGR;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163626690805Z_RYW6IJKIMVHW;AID_20260105T163626686569Z_OZ6KM7FEJVDF;Active;SOB_20260105T163218723988Z_QFI3ZPTGWJF2;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163626692083Z_KXNMUATIKZA6;AID_20260105T163626686569Z_OZ6KM7FEJVDF;Active;SOB_20260105T163329799611Z_ABFV4FRJ55EZ;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163626719381Z_SLU6LIVHKNBH;AID_20260105T163626716599Z_ONNPDER6MZH5;Active;SOB_20260105T163218724137Z_4WJNSUDSRZDQ;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163626721293Z_IBFUKSYGHBE3;AID_20260105T163626716599Z_ONNPDER6MZH5;Active;SOB_20260105T163329799611Z_ABFV4FRJ55EZ;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163626754122Z_UBLLEROWLNHU;AID_20260105T163626751580Z_NDUSTVYU3ZEH;Active;SOB_20260105T163218724298Z_DC5IBIKNF5C7;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163626755788Z_LEHYTT3TKBDO;AID_20260105T163626751580Z_NDUSTVYU3ZEH;Active;SOB_20260105T163329799611Z_ABFV4FRJ55EZ;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163626785776Z_PYDM5HLUVJBV;AID_20260105T163626782988Z_XIKWTJW2ZJFR;Active;SOB_20260105T163218724452Z_ZMPYP74GJJE2;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163626787880Z_PGV3AAXQWBF6;AID_20260105T163626782988Z_XIKWTJW2ZJFR;Active;SOB_20260105T163329799611Z_ABFV4FRJ55EZ;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163626816082Z_VGEV4M5OPFH4;AID_20260105T163626813972Z_PHIJPZFBLFDB;Active;SOB_20260105T163218724605Z_3V2J6RGZYRCB;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163626817260Z_DHXK46NS7ZDY;AID_20260105T163626813972Z_PHIJPZFBLFDB;Active;SOB_20260105T163329799611Z_ABFV4FRJ55EZ;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163626844967Z_FPRSXKWZUNG3;AID_20260105T163626842169Z_NUCTLDNRCJHJ;Active;SOB_20260105T163218724768Z_U5PWFSOWSRG4;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163626847543Z_UI2B52VDFRCE;AID_20260105T163626842169Z_NUCTLDNRCJHJ;Active;SOB_20260105T163329799611Z_ABFV4FRJ55EZ;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163626874191Z_I2JX6J6URNC4;AID_20260105T163626871570Z_35L4I7VIYRAA;Active;SOB_20260105T163218724923Z_E2NRLOQQCVBK;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163626875331Z_2YH7FILBHFAB;AID_20260105T163626871570Z_35L4I7VIYRAA;Active;SOB_20260105T163329799611Z_ABFV4FRJ55EZ;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163626902706Z_XCPDHU46D5BJ;AID_20260105T163626900501Z_GS2GAA2WPRCP;Active;SOB_20260105T163218725086Z_FOPBE2ZQJVHB;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163626905189Z_ST2MIHWGMJC4;AID_20260105T163626900501Z_GS2GAA2WPRCP;Active;SOB_20260105T163329799611Z_ABFV4FRJ55EZ;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163626931985Z_WQ6WOJVNWZE2;AID_20260105T163626929923Z_NJI42QEPGFFB;Active;SOB_20260105T163218725234Z_NLGGM5GLSRCT;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163626933135Z_BBHBY3DIGBEG;AID_20260105T163626929923Z_NJI42QEPGFFB;Active;SOB_20260105T163329799611Z_ABFV4FRJ55EZ;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163626959981Z_OR3NSF4O3VG6;AID_20260105T163626957703Z_K6EHTNN36JAS;Active;SOB_20260105T163218725386Z_ZPLGV7ESHJAS;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163626961384Z_P7NETFFQMBE3;AID_20260105T163626957703Z_K6EHTNN36JAS;Active;SOB_20260105T163329799611Z_ABFV4FRJ55EZ;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163626990151Z_QKD4K5Y7S5G2;AID_20260105T163626987643Z_BNOEHJUJN5E7;Active;SOB_20260105T163218725539Z_65AV4R55HJAE;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163626991604Z_YDN5C3QRSRCC;AID_20260105T163626987643Z_BNOEHJUJN5E7;Active;SOB_20260105T163329799611Z_ABFV4FRJ55EZ;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163627016767Z_7R7UOXMMJVDC;AID_20260105T163627014802Z_DPXFYFS2ANAW;Active;SOB_20260105T163218725688Z_2UGFYK4BOBH3;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163627018048Z_RUQQZZWM7NFR;AID_20260105T163627014802Z_DPXFYFS2ANAW;Active;SOB_20260105T163329799611Z_ABFV4FRJ55EZ;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163627045239Z_L2M5YPH2MBCC;AID_20260105T163627042687Z_U42L7T623JG7;Active;SOB_20260105T163218725848Z_CQFXVM43KRFG;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163627047408Z_DIDYNHAU5JEO;AID_20260105T163627042687Z_U42L7T623JG7;Active;SOB_20260105T163329799611Z_ABFV4FRJ55EZ;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163627074059Z_BOQMMMQBYZE7;AID_20260105T163627071852Z_GATISN2BNNGP;Active;SOB_20260105T163218725997Z_T2CLUXM34FFJ;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163627075174Z_36VSZIZ26BER;AID_20260105T163627071852Z_GATISN2BNNGP;Active;SOB_20260105T163329799611Z_ABFV4FRJ55EZ;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163627102124Z_WYEJHF3SRNBT;AID_20260105T163627100009Z_URXNGQJUOBFJ;Active;SOB_20260105T163218726151Z_NQJYUG2SDJDD;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163627103569Z_U6RNIZIG3ZFD;AID_20260105T163627100009Z_URXNGQJUOBFJ;Active;SOB_20260105T163329799611Z_ABFV4FRJ55EZ;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163627136108Z_75NGVQOSAJBT;AID_20260105T163627133464Z_C4Z6FWR77FBP;Active;SOB_20260105T163218726305Z_OH5WEMYIEJFG;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163627138176Z_SWQNBWZKAVAV;AID_20260105T163627133464Z_C4Z6FWR77FBP;Active;SOB_20260105T163329799793Z_VUVACQDUCZHY;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163627165600Z_42PJOFEMIJG3;AID_20260105T163627163609Z_RAQSQHYDYZCZ;Active;SOB_20260105T163218726455Z_XDMNUCY3NJG6;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163627166751Z_3QWIYD35HFDJ;AID_20260105T163627163609Z_RAQSQHYDYZCZ;Active;SOB_20260105T163329799793Z_VUVACQDUCZHY;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163627196842Z_4GGWDDWV5JDN;AID_20260105T163627193435Z_NMYCTRPBYRAU;Active;SOB_20260105T163218726616Z_ESKKL7GQMNA7;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163627198317Z_JA5C7VT3GJAT;AID_20260105T163627193435Z_NMYCTRPBYRAU;Active;SOB_20260105T163329799793Z_VUVACQDUCZHY;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163627227884Z_LBF75BJC4FCR;AID_20260105T163627225169Z_SHQ4XKF3B5EM;Active;SOB_20260105T163218726770Z_UPSOEVQHTBG3;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163627229758Z_24LXOUPOJNFH;AID_20260105T163627225169Z_SHQ4XKF3B5EM;Active;SOB_20260105T163329799793Z_VUVACQDUCZHY;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163627258245Z_WGS3CFAGOFH2;AID_20260105T163627255325Z_7SZUEFAUVBB7;Active;SOB_20260105T163218726920Z_MVR4SFUS6VAN;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163627259938Z_PL4X7ICVUFEH;AID_20260105T163627255325Z_7SZUEFAUVBB7;Active;SOB_20260105T163329799793Z_VUVACQDUCZHY;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163627340976Z_NABCALKZC5DK;AID_20260105T163627338571Z_IHCKFKZR6JEE;Active;SOB_20260105T163218727069Z_GSFIDBZPHRDG;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163627342462Z_6XREMMKQBZF2;AID_20260105T163627338571Z_IHCKFKZR6JEE;Active;SOB_20260105T163329799793Z_VUVACQDUCZHY;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163627381545Z_YH4PY54NN5AH;AID_20260105T163627378922Z_V6ZOHDTSIVCB;Active;SOB_20260105T163218727239Z_5XOCWS2MLNH3;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163627382833Z_7YYECSUZ3BH4;AID_20260105T163627378922Z_V6ZOHDTSIVCB;Active;SOB_20260105T163329799793Z_VUVACQDUCZHY;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163627413681Z_P3YOW6TK4BAL;AID_20260105T163627410845Z_XJUL4CAK5ZGC;Active;SOB_20260105T163218727553Z_ALZ6GKFZ2RFV;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163627415060Z_XCZTWDGXMFE2;AID_20260105T163627410845Z_XJUL4CAK5ZGC;Active;SOB_20260105T163329799793Z_VUVACQDUCZHY;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163627444065Z_25RNHO4CHRGW;AID_20260105T163627441504Z_PEH4E574MVEJ;Active;SOB_20260105T163218727786Z_RODP7TZT45HC;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163627446140Z_TUBP5YCCDVCC;AID_20260105T163627441504Z_PEH4E574MVEJ;Active;SOB_20260105T163329799793Z_VUVACQDUCZHY;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163627474229Z_DXFEKU7ZERGL;AID_20260105T163627472288Z_3DLPZEUW5ZBA;Active;SOB_20260105T163218728008Z_DSQEIRYFVJHE;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163627475309Z_TMTUEGFLYBDY;AID_20260105T163627472288Z_3DLPZEUW5ZBA;Active;SOB_20260105T163329799793Z_VUVACQDUCZHY;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163627502015Z_AZN3BX4XOVHX;AID_20260105T163627499852Z_SYJZ5DNDPZDK;Active;SOB_20260105T163218728232Z_7BLTD2NFUFAP;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163627504735Z_VSW7TKOQNVGP;AID_20260105T163627499852Z_SYJZ5DNDPZDK;Active;SOB_20260105T163329799793Z_VUVACQDUCZHY;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163627539815Z_UQJF2VLAW5BE;AID_20260105T163627536946Z_XESYYDUQJJDK;Active;SOB_20260105T163218728495Z_CQYKZYR6XREB;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163627540997Z_FAJAZXKM4VC6;AID_20260105T163627536946Z_XESYYDUQJJDK;Active;SOB_20260105T163329799793Z_VUVACQDUCZHY;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163627571714Z_TIIOYXUJVRAJ;AID_20260105T163627567584Z_HCTO6JWWCBD3;Active;SOB_20260105T163218728757Z_AJEIQQ73IJAZ;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163627572917Z_VNP5J2PHKFFL;AID_20260105T163627567584Z_HCTO6JWWCBD3;Active;SOB_20260105T163329799793Z_VUVACQDUCZHY;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163627600741Z_CCLQFFPFXJHV;AID_20260105T163627598886Z_BCQ6EX5NCVFM;Active;SOB_20260105T163218728995Z_GMBSIIPXQNHE;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163627602063Z_BKDWNHQAAVDM;AID_20260105T163627598886Z_BCQ6EX5NCVFM;Active;SOB_20260105T163329799793Z_VUVACQDUCZHY;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163627633581Z_DVSPOV4VGVCO;AID_20260105T163627631708Z_PAZZL2263NEM;Active;SOB_20260105T163218729190Z_VIYFJQ6FRNDX;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163627634736Z_5DAJHLKRONDR;AID_20260105T163627631708Z_PAZZL2263NEM;Active;SOB_20260105T163329799793Z_VUVACQDUCZHY;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163627667267Z_HMB4SEPXQVEQ;AID_20260105T163627664942Z_DE6COM7YCJHV;Active;SOB_20260105T163218729348Z_RWM4ZISYJZHA;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163627669561Z_BT5ACNOPGZB2;AID_20260105T163627664942Z_DE6COM7YCJHV;Active;SOB_20260105T163329799968Z_N6N7VILSQFEL;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163627702912Z_E2SOKA3ZOJEI;AID_20260105T163627700384Z_DMCNJPQYSRE3;Active;SOB_20260105T163218729504Z_BWNJSFEZORD5;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163627704967Z_UEX2FRS6NVHY;AID_20260105T163627700384Z_DMCNJPQYSRE3;Active;SOB_20260105T163329799968Z_N6N7VILSQFEL;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163627737529Z_2RZOMEL44JGR;AID_20260105T163627734466Z_U5DJ6GLAFVFI;Active;SOB_20260105T163218729650Z_56KSOBMZIVDC;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163627738950Z_NYZZXNEP2FFU;AID_20260105T163627734466Z_U5DJ6GLAFVFI;Active;SOB_20260105T163329799968Z_N6N7VILSQFEL;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163627771185Z_FTIEHGLUNJEP;AID_20260105T163627768387Z_IONBVHEJFRCN;Active;SOB_20260105T163218729799Z_XJH2P3ENFFDC;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163627772553Z_JSW3JWCSXZD4;AID_20260105T163627768387Z_IONBVHEJFRCN;Active;SOB_20260105T163329799968Z_N6N7VILSQFEL;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163627800882Z_S7CH3D4DZRAK;AID_20260105T163627799037Z_TCAXCB4BZRC6;Active;SOB_20260105T163218729946Z_UH2EOJPBINF6;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163627802146Z_USFSBTC6XJHV;AID_20260105T163627799037Z_TCAXCB4BZRC6;Active;SOB_20260105T163329799968Z_N6N7VILSQFEL;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163627839320Z_OLGYKTLBFRDM;AID_20260105T163627834945Z_CKBSK6W6NRCI;Active;SOB_20260105T163218730090Z_ZO5QULZFBREH;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163627840991Z_LWWDJOHBENAY;AID_20260105T163627834945Z_CKBSK6W6NRCI;Active;SOB_20260105T163329799968Z_N6N7VILSQFEL;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163627890728Z_X56YXRCLLJH2;AID_20260105T163627886887Z_NIUQL64A3BDR;Active;SOB_20260105T163218730243Z_MFPN53BPMZEB;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163627892943Z_WIJ3B2QA7VHH;AID_20260105T163627886887Z_NIUQL64A3BDR;Active;SOB_20260105T163329799968Z_N6N7VILSQFEL;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163627936724Z_HUQL3K76NFBP;AID_20260105T163627933265Z_ACTFRABYSVAW;Active;SOB_20260105T163218730385Z_JIP73DHQ4RBH;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163627939422Z_UAF7XZWQOFED;AID_20260105T163627933265Z_ACTFRABYSVAW;Active;SOB_20260105T163329799968Z_N6N7VILSQFEL;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163627978645Z_2HBAKZVRZVA2;AID_20260105T163627976008Z_SBWZ2CPSBRDQ;Active;SOB_20260105T163218730530Z_CFEAAR4KXFFK;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163627981658Z_J6MFER2BGZBK;AID_20260105T163627976008Z_SBWZ2CPSBRDQ;Active;SOB_20260105T163329799968Z_N6N7VILSQFEL;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163628026399Z_TJJXO3LU5BA2;AID_20260105T163628023225Z_6KM3N37IAVBJ;Active;SOB_20260105T163218730676Z_RCWJPW62SZB6;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163628028473Z_BPLU5UBG4NGC;AID_20260105T163628023225Z_6KM3N37IAVBJ;Active;SOB_20260105T163329799968Z_N6N7VILSQFEL;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163628072874Z_FKWTC7HJ5VFQ;AID_20260105T163628068613Z_GJ64T7SWUFFH;Active;SOB_20260105T163218730817Z_I2MP5FVZLBD2;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163628074684Z_WMWXDZ52SNB6;AID_20260105T163628068613Z_GJ64T7SWUFFH;Active;SOB_20260105T163329799968Z_N6N7VILSQFEL;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163628113874Z_XIIJ6LACDZFV;AID_20260105T163628110388Z_M43HPOY6WBGF;Active;SOB_20260105T163218730967Z_TKQYB7Q7IBFJ;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163628115853Z_HRU4R7FOFFHF;AID_20260105T163628110388Z_M43HPOY6WBGF;Active;SOB_20260105T163329799968Z_N6N7VILSQFEL;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163628159955Z_JAFIBBHD7RCB;AID_20260105T163628157114Z_DF3DRFGSAFHS;Active;SOB_20260105T163218731109Z_UKCOKMZEKRFC;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163628161958Z_4LB4UYLPAVBC;AID_20260105T163628157114Z_DF3DRFGSAFHS;Active;SOB_20260105T163329799968Z_N6N7VILSQFEL;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163628199472Z_VXW2OJ3O2RFC;AID_20260105T163628197435Z_CZMM7FH3ZFCF;Active;SOB_20260105T163218731254Z_DU7ZRQVDZJB3;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163628200590Z_UCKC4PHQPZES;AID_20260105T163628197435Z_CZMM7FH3ZFCF;Active;SOB_20260105T163329799968Z_N6N7VILSQFEL;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163628236540Z_QLR6JFFK5ZDN;AID_20260105T163628233897Z_N6CG4KKLFFD2;Active;SOB_20260105T163218731398Z_DQ4736WODJBT;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163628239123Z_VWS3ZXPE2JGS;AID_20260105T163628233897Z_N6CG4KKLFFD2;Active;SOB_20260105T163329799968Z_N6N7VILSQFEL;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163628275003Z_QNKQ5AD32BFJ;AID_20260105T163628272841Z_LYNSECYYZ5EH;Active;SOB_20260105T163218731539Z_PPU767CHLJF4;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163628276124Z_WBXGZTANPVC3;AID_20260105T163628272841Z_LYNSECYYZ5EH;Active;SOB_20260105T163329800149Z_JCT3ULF5JFBB;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163628312215Z_KELN6QJJ4BFJ;AID_20260105T163628309963Z_ZC7GJRJGDFFZ;Active;SOB_20260105T163218731687Z_ZUMT4WZQDRH5;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163628314040Z_NF6TJTCBLZHB;AID_20260105T163628309963Z_ZC7GJRJGDFFZ;Active;SOB_20260105T163329800149Z_JCT3ULF5JFBB;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163628353097Z_BT7NGKPSORBS;AID_20260105T163628350102Z_W57SJ6OJVVCP;Active;SOB_20260105T163218731835Z_PWJ6FI4WNBGZ;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163628355322Z_NXW7LF5IVNA5;AID_20260105T163628350102Z_W57SJ6OJVVCP;Active;SOB_20260105T163329800149Z_JCT3ULF5JFBB;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163628391346Z_J5ECN3ALXNE6;AID_20260105T163628389214Z_EXZ4MCGJAZC6;Active;SOB_20260105T163218731976Z_RX2GXAQMMRH6;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163628392476Z_QRWRLXBKTRE3;AID_20260105T163628389214Z_EXZ4MCGJAZC6;Active;SOB_20260105T163329800149Z_JCT3ULF5JFBB;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163628428475Z_55HFQHEJZ5BV;AID_20260105T163628426168Z_QB4YPI57O5EB;Active;SOB_20260105T163218732129Z_JRFNDJDBONAF;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163628430795Z_2DRXEFCXRVCE;AID_20260105T163628426168Z_QB4YPI57O5EB;Active;SOB_20260105T163329800149Z_JCT3ULF5JFBB;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163628469896Z_2CMPSQGTUVG6;AID_20260105T163628467549Z_ERPEPUKH2REP;Active;SOB_20260105T163218732283Z_LH2FVW6HE5BN;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163628472471Z_GHMRIMT6UBBI;AID_20260105T163628467549Z_ERPEPUKH2REP;Active;SOB_20260105T163329800149Z_JCT3ULF5JFBB;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163628508883Z_PRAEPIRVHJBW;AID_20260105T163628506741Z_77MFRJIVBZEQ;Active;SOB_20260105T163218732426Z_Q64ZEXDDGNG2;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163628510190Z_MLALAV6JKZDF;AID_20260105T163628506741Z_77MFRJIVBZEQ;Active;SOB_20260105T163329800149Z_JCT3ULF5JFBB;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163628546930Z_J7V3DFH6MBAG;AID_20260105T163628544052Z_SEC6VBVBJ5DD;Active;SOB_20260105T163218732567Z_L7QGESIAUZEH;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163628548235Z_UHURJPPB4BGA;AID_20260105T163628544052Z_SEC6VBVBJ5DD;Active;SOB_20260105T163329800149Z_JCT3ULF5JFBB;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163628585446Z_R5XIMWP6ONA2;AID_20260105T163628583106Z_GROKD4L5WZDE;Active;SOB_20260105T163218732712Z_MNO54FR4YBER;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163628586809Z_267HJ37PHBBM;AID_20260105T163628583106Z_GROKD4L5WZDE;Active;SOB_20260105T163329800149Z_JCT3ULF5JFBB;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163628623480Z_YULBAICRNZBI;AID_20260105T163628621223Z_U5FWSAQEEVCT;Active;SOB_20260105T163218732854Z_BIS4PI4TL5HQ;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163628624850Z_JU2PM55TKZCZ;AID_20260105T163628621223Z_U5FWSAQEEVCT;Active;SOB_20260105T163329800149Z_JCT3ULF5JFBB;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163628669828Z_5AQZFFE2NVH7;AID_20260105T163628667533Z_MUSHRGN7QVCW;Active;SOB_20260105T163218733008Z_Z3CQAGUXO5DI;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163628671985Z_T6VHVBCIMJCP;AID_20260105T163628667533Z_MUSHRGN7QVCW;Active;SOB_20260105T163329800149Z_JCT3ULF5JFBB;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163628709558Z_UCX7YXUS4NC7;AID_20260105T163628707598Z_T3REUYHXVRCA;Active;SOB_20260105T163218733150Z_4HQZZQET6BD5;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163628710877Z_G55VPR7KMRFW;AID_20260105T163628707598Z_T3REUYHXVRCA;Active;SOB_20260105T163329800149Z_JCT3ULF5JFBB;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163628746652Z_JMVCFG3E3JAD;AID_20260105T163628743411Z_ST7P6VNEVNCF;Active;SOB_20260105T163218733295Z_76Q67EKIPZDS;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163628748583Z_6YU2NJ2JBNEE;AID_20260105T163628743411Z_ST7P6VNEVNCF;Active;SOB_20260105T163329800149Z_JCT3ULF5JFBB;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163628784620Z_LZ7Q6LOFMZFS;AID_20260105T163628782517Z_VO2ULACU2RFH;Active;SOB_20260105T163218733441Z_QMTJJ4U2MFBU;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163628786036Z_UOMDSHPQY5A7;AID_20260105T163628782517Z_VO2ULACU2RFH;Active;SOB_20260105T163329800149Z_JCT3ULF5JFBB;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
CONN_20260105T163628823839Z_MIFIV7NBRZFR;AID_20260105T163628821338Z_BDAXWKWBHJH7;Active;SOB_20260105T163218733584Z_G7KWJ3SOS5HI;ACTIVE;05-01-2026 16:36;05-01-2026 16:36;
