Assignment_ID;DB_Status;DB_Status_Date_Active;DB_Status_Date_Inactive
AID_20260105T163642629695Z_TBW3FAXSFZFE;Active;05-01-2026 16:36;
AID_20260105T163642717349Z_NDJHIWDU55AC;Active;05-01-2026 16:36;
AID_20260105T163642802783Z_PVQ7OS6NFJEL;Active;05-01-2026 16:36;
AID_20260105T163642887413Z_LO7XOZNGQJHK;Active;05-01-2026 16:36;
AID_20260105T163642973082Z_ZJQPX6UN5FDX;Active;05-01-2026 16:36;
AID_20260105T163643047597Z_UISOQG2P4ZEX;Active;05-01-2026 16:36;
AID_20260105T163643130371Z_IYAIXWZOIJEZ;Active;05-01-2026 16:36;
AID_20260105T163643211399Z_GTBNE4VFGBBT;Active;05-01-2026 16:36;
AID_20260105T163643352402Z_672ZJHLS3JDJ;Active;05-01-2026 16:36;
AID_20260105T163643439342Z_UEP2A2CJ5BFA;Active;05-01-2026 16:36;
AID_20260105T163643532676Z_6R5F3TL7D5B2;Active;05-01-2026 16:36;
AID_20260105T163643637923Z_FUY4HXI52FG5;Active;05-01-2026 16:36;
AID_20260105T163643714973Z_KJREF7PENBCP;Active;05-01-2026 16:36;
AID_20260105T163643798061Z_BCTCVDNKSJCT;Active;05-01-2026 16:36;
AID_20260105T163643886442Z_YR664MHGKNFK;Active;05-01-2026 16:36;
AID_20260105T163643968015Z_KQN7M4SP6BCZ;Active;05-01-2026 16:36;
AID_20260105T163644053151Z_3RG74O7J7FDJ;Active;05-01-2026 16:36;
AID_20260105T163644131753Z_MGMLV6PN7BEO;Active;05-01-2026 16:36;
AID_20260105T163644215708Z_SUZZ5USXGJGV;Active;05-01-2026 16:36;
AID_20260105T163644300118Z_JPDTWC6UG5BG;Active;05-01-2026 16:36;
AID_20260105T163644383181Z_QGETEDMUBREM;Active;05-01-2026 16:36;
AID_20260105T163644467148Z_2FXWGGMOXBEB;Active;05-01-2026 16:36;
AID_20260105T163644544382Z_KIIXE4CEMJB7;Active;05-01-2026 16:36;
AID_20260105T163644627054Z_TKZXTGX5RFCR;Active;05-01-2026 16:36;
AID_20260105T163644707721Z_DTZUKS4HIFGL;Active;05-01-2026 16:36;
AID_20260105T163644788581Z_DR3P6WKJGVA2;Active;05-01-2026 16:36;
AID_20260105T163644869846Z_4GCRQEMIDNCR;Active;05-01-2026 16:36;
AID_20260105T163645013034Z_CLZPPHO6LZHS;Active;05-01-2026 16:36;
AID_20260105T163645099009Z_WTVX6FXPXVAN;Active;05-01-2026 16:36;
AID_20260105T163645190698Z_M5HH6OBUHVH4;Active;05-01-2026 16:36;
AID_20260105T163645277539Z_OKROBJAI5JBL;Active;05-01-2026 16:36;
AID_20260105T163645361483Z_LZPXWZQLWJHV;Active;05-01-2026 16:36;
AID_20260105T163645444619Z_MNEQ4USKCVBV;Active;05-01-2026 16:36;
AID_20260105T163645529159Z_5S5RYINFUJDP;Active;05-01-2026 16:36;
AID_20260105T163645610626Z_J5PF3ASKSRFC;Active;05-01-2026 16:36;
AID_20260105T163645691819Z_EW6WR3JQ7NGX;Active;05-01-2026 16:36;
AID_20260105T163645776573Z_REOSXZJPOVER;Active;05-01-2026 16:36;
AID_20260105T163645862750Z_F6DHNITHJZGM;Active;05-01-2026 16:36;
AID_20260105T163645951019Z_BXXCSVDNPZD5;Active;05-01-2026 16:36;
AID_20260105T163646034095Z_VIMSIFE7UBF6;Active;05-01-2026 16:36;
AID_20260105T163646113406Z_WEXCYAOMHBA5;Active;05-01-2026 16:36;
AID_20260105T163646200442Z_6HSVV5HSGJHW;Active;05-01-2026 16:36;
AID_20260105T163646284265Z_Z4Q6CFHYGBBL;Active;05-01-2026 16:36;
AID_20260105T163646371132Z_RYTLS6NUKJGX;Active;05-01-2026 16:36;
AID_20260105T163646455924Z_2DMEYV24HVEF;Active;05-01-2026 16:36;
AID_20260105T163646598465Z_YMSOYMOFAFGX;Active;05-01-2026 16:36;
AID_20260105T163646685679Z_SJJXTYLQCJBN;Active;05-01-2026 16:36;
AID_20260105T163646776592Z_IIA42HVEVFAW;Active;05-01-2026 16:36;
AID_20260105T163646863879Z_BVP4EOZ2YJCC;Active;05-01-2026 16:36;
AID_20260105T163646953320Z_RSYSJIBD3FCP;Active;05-01-2026 16:36;
AID_20260105T163647042868Z_GWRS7GIBWVHI;Active;05-01-2026 16:36;
AID_20260105T163647127213Z_4XLPSEP37BFL;Active;05-01-2026 16:36;
AID_20260105T163647221011Z_6QMUPQTBCJHT;Active;05-01-2026 16:36;
AID_20260105T163647305410Z_TMBQWM6O2NEQ;Active;05-01-2026 16:36;
AID_20260105T163647391256Z_IES3ZEDIOVBE;Active;05-01-2026 16:36;
AID_20260105T163647494951Z_LWEUU73CJNB4;Active;05-01-2026 16:36;
AID_20260105T163647580515Z_PUTWFELLY5E2;Active;05-01-2026 16:36;
AID_20260105T163647669798Z_QCRB2UVAFNF6;Active;05-01-2026 16:36;
AID_20260105T163647761056Z_3LJ3XAD25JA4;Active;05-01-2026 16:36;
AID_20260105T163647852962Z_4HVGDIEXNFCD;Active;05-01-2026 16:36;
AID_20260105T163647940589Z_BEAK5MEAZNGS;Active;05-01-2026 16:36;
AID_20260105T163648031823Z_PT3UVHUBGRFA;Active;05-01-2026 16:36;
AID_20260105T163648186845Z_PTAHEHCYTRD5;Active;05-01-2026 16:36;
AID_20260105T163648279447Z_M3WW6ZY4YNEE;Active;05-01-2026 16:36;
AID_20260105T163648370758Z_AZRKHULYKNGA;Active;05-01-2026 16:36;
AID_20260105T163648459982Z_VUDGJZ3J2JEA;Active;05-01-2026 16:36;
AID_20260105T163648553631Z_42ABMDJFPZEO;Active;05-01-2026 16:36;
AID_20260105T163648649466Z_ZZU3P3B245BV;Active;05-01-2026 16:36;
AID_20260105T163648768550Z_PN7RRFWX5RHC;Active;05-01-2026 16:36;
AID_20260105T163648868490Z_2RKE6QME5VB4;Active;05-01-2026 16:36;
AID_20260105T163648960349Z_UB7RY42FHZBW;Active;05-01-2026 16:36;
AID_20260105T163649051404Z_ZNGHY3H3CRAZ;Active;05-01-2026 16:36;
AID_20260105T163649138463Z_7DV6MCFA4ZGF;Active;05-01-2026 16:36;
AID_20260105T163649239972Z_OMME3MTLOVEL;Active;05-01-2026 16:36;
AID_20260105T163649339759Z_KEHVA2NL5VEK;Active;05-01-2026 16:36;
AID_20260105T163649454509Z_M45XOAGIZRH6;Active;05-01-2026 16:36;
AID_20260105T163649547125Z_3MKYDZ3W6FHP;Active;05-01-2026 16:36;
AID_20260105T163649641036Z_N2PQGQTGWBER;Active;05-01-2026 16:36;
AID_20260105T163649804890Z_5SVGWN5ESJB2;Active;05-01-2026 16:36;
AID_20260105T163649905633Z_52HHZD2F4FDN;Active;05-01-2026 16:36;
AID_20260105T163650006712Z_UBWCTVBHL5DN;Active;05-01-2026 16:36;
AID_20260105T163650107925Z_FALIOMIVOFGL;Active;05-01-2026 16:36;
AID_20260105T163650207782Z_LJP62M42B5AX;Active;05-01-2026 16:36;
AID_20260105T163650306491Z_UV725PUVV5C3;Active;05-01-2026 16:36;
AID_20260105T163650399215Z_JDELIBJJNBF6;Active;05-01-2026 16:36;
AID_20260105T163650494360Z_EGLAY7S5KRAQ;Active;05-01-2026 16:36;
AID_20260105T163650593864Z_PZI2C6GLUFB7;Active;05-01-2026 16:36;
AID_20260105T163650698772Z_GPWIGV367BCD;Active;05-01-2026 16:36;
AID_20260105T163650803965Z_KDZOZ2RU7BGT;Active;05-01-2026 16:36;
AID_20260105T163650903219Z_W7NKDREUJZFN;Active;05-01-2026 16:36;
AID_20260105T163651001832Z_YSWGYUZFW5EZ;Active;05-01-2026 16:36;
AID_20260105T163651171801Z_CTDWQ7N3YFCY;Active;05-01-2026 16:36;
AID_20260105T163651273855Z_VDHLEM6HXZC4;Active;05-01-2026 16:36;
AID_20260105T163651374606Z_HTVEISZ6JRAZ;Active;05-01-2026 16:36;
AID_20260105T163651473038Z_WLLKPZDLGNFT;Active;05-01-2026 16:36;
AID_20260105T163651569102Z_57TYY7LD5REL;Active;05-01-2026 16:36;
AID_20260105T163651668736Z_OWSIZD2BPFHE;Active;05-01-2026 16:36;
AID_20260105T163651765055Z_H2SSS5RE6ZFG;Active;05-01-2026 16:36;
AID_20260105T163651868363Z_LOS6CBN6BFHB;Active;05-01-2026 16:36;
AID_20260105T163651965664Z_3TGADMKWHJCC;Active;05-01-2026 16:36;
AID_20260105T163652061753Z_NTDNDF72VFDZ;Active;05-01-2026 16:36;
AID_20260105T163652159024Z_244OACD45RC3;Active;05-01-2026 16:36;
AID_20260105T163652257543Z_RDIFDPL2UZA2;Active;05-01-2026 16:36;
AID_20260105T163652362305Z_V4CTT7N7QVE3;Active;05-01-2026 16:36;
AID_20260105T163652458469Z_4CQPJTZ52FFF;Active;05-01-2026 16:36;
AID_20260105T163652556992Z_OFEIKLUWY5DV;Active;05-01-2026 16:36;
AID_20260105T163652717236Z_E33V2U3XJVBA;Active;05-01-2026 16:36;
AID_20260105T163652815448Z_GCFAS7WSRJBX;Active;05-01-2026 16:36;
AID_20260105T163652918102Z_V5WDWAGJHJER;Active;05-01-2026 16:36;
AID_20260105T163653015659Z_NH5IXCTWA5E4;Active;05-01-2026 16:36;
AID_20260105T163653114899Z_UV4GA5F2P5DP;Active;05-01-2026 16:36;
AID_20260105T163653220282Z_7HTV5IMIL5AD;Active;05-01-2026 16:36;
AID_20260105T163653318700Z_CYY4WVJJ6NCZ;Active;05-01-2026 16:36;
AID_20260105T163653415620Z_BGOSXPKLQNB6;Active;05-01-2026 16:36;
AID_20260105T163653516650Z_DFZSMKBVFJGP;Active;05-01-2026 16:36;
AID_20260105T163653620913Z_JOSD4FZVPZGN;Active;05-01-2026 16:36;
AID_20260105T163653725880Z_ZL2Y4PDJTNA2;Active;05-01-2026 16:36;
AID_20260105T163653866002Z_IBUVNDJU4JET;Active;05-01-2026 16:36;
AID_20260105T163653964578Z_VV7WK3Y2JFEU;Active;05-01-2026 16:36;
AID_20260105T163654066813Z_2YYU3LPOK5DG;Active;05-01-2026 16:36;
AID_20260105T163654172820Z_X4CXPWSWCVEO;Active;05-01-2026 16:36;
AID_20260105T163654342071Z_T7CVWGWQTJB5;Active;05-01-2026 16:36;
AID_20260105T163654448984Z_YHPXXEGA55EK;Active;05-01-2026 16:36;
AID_20260105T163654552534Z_WUUIJMLEW5BB;Active;05-01-2026 16:36;
AID_20260105T163654654363Z_LZX54GWJOJBE;Active;05-01-2026 16:36;
AID_20260105T163654754899Z_I3DEEG6LTJDW;Active;05-01-2026 16:36;
AID_20260105T163654860700Z_EZTZKTJ2IRCE;Active;05-01-2026 16:36;
AID_20260105T163654962327Z_3YU7EUY7ZNBP;Active;05-01-2026 16:36;
AID_20260105T163655062711Z_7BS273BKCNAN;Active;05-01-2026 16:36;
AID_20260105T163655175349Z_U3BKPAHAHZDR;Active;05-01-2026 16:36;
AID_20260105T163655279472Z_JRCZEXVSFVE4;Active;05-01-2026 16:36;
AID_20260105T163655381013Z_SNB3U7KYEZBC;Active;05-01-2026 16:36;
AID_20260105T163655482339Z_QGK23QXNIZGN;Active;05-01-2026 16:36;
AID_20260105T163655590703Z_HKKKA7RWDBH6;Active;05-01-2026 16:36;
AID_20260105T163655697486Z_K5HKKFQJ35D2;Active;05-01-2026 16:36;
AID_20260105T163655856407Z_T7MRAEJVDFD2;Active;05-01-2026 16:36;
AID_20260105T163655967315Z_F4SOMG4O4FCL;Active;05-01-2026 16:36;
AID_20260105T163656080222Z_LJTKKEQNQRHX;Active;05-01-2026 16:36;
AID_20260105T163656183258Z_GF7PEMSH5FDL;Active;05-01-2026 16:36;
AID_20260105T163656287277Z_WLOTJCEBQZD2;Active;05-01-2026 16:36;
AID_20260105T163656393069Z_HGZ4VIEGDREA;Active;05-01-2026 16:36;
AID_20260105T163656497971Z_VVDOWNKFWBFU;Active;05-01-2026 16:36;
AID_20260105T163656603026Z_VCV6RYRM2RDP;Active;05-01-2026 16:36;
AID_20260105T163656705534Z_SJ7QLBQQRNFD;Active;05-01-2026 16:36;
AID_20260105T163656869577Z_GM7323T5LJEA;Active;05-01-2026 16:36;
AID_20260105T163656983985Z_FG4XZLECJZFR;Active;05-01-2026 16:36;
AID_20260105T163657086144Z_F2E75U5V2FHL;Active;05-01-2026 16:36;
AID_20260105T163657186116Z_XV4VO2RT5RCW;Active;05-01-2026 16:36;
AID_20260105T163657290848Z_77AQIQY3CBGP;Active;05-01-2026 16:36;
AID_20260105T163657403662Z_5ONCOSDR6BB6;Active;05-01-2026 16:36;
AID_20260105T163657512503Z_QTW6OCYIMJFG;Active;05-01-2026 16:36;
AID_20260105T163657627300Z_ZJG7JBFPGJG3;Active;05-01-2026 16:36;
AID_20260105T163657735902Z_4QNUVVWPUFA2;Active;05-01-2026 16:36;
AID_20260105T163657843049Z_TJWU2YQR45GZ;Active;05-01-2026 16:36;
AID_20260105T163657966688Z_W4GGQECV6VHL;Active;05-01-2026 16:36;
AID_20260105T163658072244Z_VINAKXXG6ND2;Active;05-01-2026 16:36;
AID_20260105T163658176398Z_27ZLP434MRDQ;Active;05-01-2026 16:36;
AID_20260105T163658287118Z_5ALXF7CLKZFH;Active;05-01-2026 16:36;
AID_20260105T163658461474Z_HJ25RUBVXFCI;Active;05-01-2026 16:36;
AID_20260105T163658576409Z_XZUOEGN7WBGW;Active;05-01-2026 16:36;
AID_20260105T163658704599Z_BWCI3THUPZEV;Active;05-01-2026 16:36;
AID_20260105T163658837943Z_4BUGPDYX4BAV;Active;05-01-2026 16:36;
AID_20260105T163658960427Z_RFYRGGU32BFK;Active;05-01-2026 16:36;
AID_20260105T163659065550Z_B3BIP6XJNZEI;Active;05-01-2026 16:36;
AID_20260105T163659175577Z_5DMCZJV4LZAW;Active;05-01-2026 16:36;
AID_20260105T163659297321Z_66JYIPNM6JEX;Active;05-01-2026 16:36;
AID_20260105T163659412597Z_B7LY6UT4SJHI;Active;05-01-2026 16:36;
AID_20260105T163659523161Z_2T2ANQD4JZH2;Active;05-01-2026 16:36;
